,close,high,low,open,vol
2006-03-23,11906.2,11970.0,11880.4,11957.5,140332000.0
2006-03-24,11954.4,11954.4,11895.3,11908.5,136902000.0
2006-03-27,11839.6,11954.1,11839.1,11939.5,115004000.0
2006-03-28,11774.2,11870.5,11754.1,11855.4,156112000.0
2006-03-29,11817.3,11839.8,11753.9,11773.1,180618000.0
2006-03-30,11869.8,11884.0,11805.2,11870.2,154267000.0
2006-03-31,11854.3,11871.6,11779.2,11856.2,145693000.0
2006-04-03,11920.0,11958.6,11901.8,11923.5,143617000.0
2006-04-04,11893.8,11893.8,11829.8,11892.6,147563000.0
2006-04-05,11916.4,11916.4,11839.8,11888.2,150569000.0
2006-04-06,11908.2,11944.0,11883.6,11938.6,164695000.0
2006-04-07,11816.7,11922.0,11807.7,11903.4,135623000.0
2006-04-10,11817.5,11817.5,11764.4,11792.4,96504000.0
2006-04-11,11674.6,11822.2,11657.1,11796.7,165261000.0
2006-04-12,11601.7,11667.9,11567.6,11666.9,174424000.0
2006-04-13,11609.4,11645.3,11564.2,11604.5,75094000.0
2006-04-18,11585.0,11626.3,11552.1,11589.4,169351000.0
2006-04-19,11720.1,11721.3,11659.8,11671.7,178060000.0
2006-04-20,11782.6,11814.2,11716.3,11720.1,153003000.0
2006-04-21,11913.8,11913.8,11806.1,11819.9,156320000.0
2006-04-24,11901.3,11955.8,11856.6,11884.4,144825000.0
2006-04-25,11920.5,11975.5,11878.6,11889.8,155869000.0
2006-04-26,11925.6,11958.1,11886.9,11940.8,125648000.0
2006-04-27,11891.3,11946.2,11825.3,11944.9,153150000.0
2006-04-28,11892.5,11913.9,11812.9,11876.2,177838000.0
2006-05-02,11929.3,11929.3,11835.9,11843.3,134082000.0
2006-05-03,11876.5,11956.9,11858.4,11939.5,173847000.0
2006-05-04,11928.5,11934.8,11851.6,11901.1,165744000.0
2006-05-05,12034.4,12034.4,11922.3,11935.2,131646000.0
2006-05-08,12067.7,12087.2,12031.5,12070.5,135585000.0
2006-05-09,12083.3,12096.2,12042.5,12073.1,128717000.0
2006-05-10,12064.8,12085.5,12046.6,12057.3,140072000.0
2006-05-11,12008.4,12106.0,11998.1,12052.2,175947000.0
2006-05-12,11710.2,11931.8,11710.2,11919.1,229658000.0
2006-05-15,11587.7,11673.1,11517.9,11661.3,207406000.0
2006-05-16,11595.9,11637.1,11553.9,11567.1,196666000.0
2006-05-17,11248.2,11636.1,11248.2,11615.3,208758000.0
2006-05-18,11210.3,11332.1,11069.1,11241.4,258606000.0
2006-05-19,11270.8,11294.2,11173.7,11197.2,183058000.0
2006-05-22,10950.2,11248.0,10918.3,11246.6,266409000.0
2006-05-23,11160.7,11169.5,10993.1,11004.8,247348000.0
2006-05-24,11047.2,11120.8,10961.5,11085.2,223967000.0
2006-05-25,11208.2,11208.2,10984.3,11107.7,155387000.0
2006-05-26,11414.8,11414.8,11236.7,11268.7,193554000.0
2006-05-29,11371.4,11410.7,11369.0,11401.9,74457000.0
2006-05-30,11165.6,11384.3,11143.2,11347.5,152681000.0
2006-05-31,11340.5,11344.3,11049.2,11072.4,225630000.0
2006-06-01,11346.4,11375.8,11244.8,11327.7,145731000.0
2006-06-02,11360.7,11470.6,11317.1,11445.7,151525000.0
2006-06-05,11287.8,11380.0,11262.5,11380.0,115594000.0
2006-06-06,11112.0,11223.8,11090.1,11134.1,208689000.0
2006-06-07,11224.7,11267.1,11105.8,11181.0,181504000.0
2006-06-08,10952.6,11097.8,10952.6,11027.4,256793000.0
2006-06-09,11098.2,11121.7,11037.6,11086.4,151303000.0
2006-06-12,11031.4,11109.4,11018.5,11060.8,154278000.0
2006-06-13,10797.5,10909.0,10772.4,10867.8,237769000.0
2006-06-14,10852.0,10873.4,10744.2,10833.4,163030000.0
2006-06-15,11036.3,11045.9,10892.6,10906.1,196144000.0
2006-06-16,10962.8,11176.5,10935.2,11143.8,252717000.0
2006-06-19,11056.8,11101.4,11000.6,11032.6,152483000.0
2006-06-20,11103.5,11109.2,10965.1,10987.4,173003000.0
2006-06-21,11155.4,11155.4,11046.4,11134.1,155343000.0
2006-06-22,11246.3,11257.7,11197.6,11248.0,134166000.0
2006-06-23,11274.2,11302.9,11212.1,11248.0,131332000.0
2006-06-26,11276.6,11315.2,11260.0,11313.8,137831000.0
