MEFF: Mini IBEX
Fecha	Hora	CC	Compra	Venta	CV	Ultimo	Contratos	Delta	Nombre Subya	Fecha Expir	Strike	Delta	Contratos	Ultimo	CC	Compra	Venta	CV	Hora	Fecha
23/05/2019	07:07:11	5	300,00	328,00	100	360,00		0,25	IBEX 35     	18/12/2020	9.500,000	-0,76		1.235,00					07:14:51	23/05/2019
23/05/2019	07:07:11	5	270,00	300,00	100	331,00		0,24	IBEX 35     	18/12/2020	9.600,000	-0,77		1.307,00					07:14:51	23/05/2019
23/05/2019	07:07:11	100	215,00	275,00	100	305,00		0,23	IBEX 35     	18/12/2020	9.700,000	-0,78		1.381,00					07:14:52	23/05/2019
23/05/2019	07:07:11	100	188,00	248,00	100	280,00		0,21	IBEX 35     	18/12/2020	9.800,000	-0,80		1.456,00					07:14:52	23/05/2019
23/05/2019	07:07:11					257,00		0,20	IBEX 35     	18/12/2020	9.900,000	-0,81		1.534,00					07:14:53	23/05/2019
23/05/2019	07:07:12					235,00		0,19	IBEX 35     	18/12/2020	10.000,000	-0,82		1.613,00					07:14:53	23/05/2019
23/05/2019	07:07:12					214,00		0,18	IBEX 35     	18/12/2020	10.100,000	-0,83		1.693,00					07:14:54	23/05/2019
23/05/2019	07:07:12					196,00		0,17	IBEX 35     	18/12/2020	10.200,000	-0,84		1.775,00					07:14:54	23/05/2019
23/05/2019	07:07:12					178,00		0,16	IBEX 35     	18/12/2020	10.300,000	-0,85		1.858,00					07:14:55	23/05/2019
23/05/2019	07:07:12					162,00		0,15	IBEX 35     	18/12/2020	10.400,000	-0,86		1.943,00					07:14:55	23/05/2019
23/05/2019	07:07:12					147,00		0,14	IBEX 35     	18/12/2020	10.500,000	-0,87		2.029,00					07:14:56	23/05/2019
23/05/2019	07:07:12					134,00		0,13	IBEX 35     	18/12/2020	10.600,000	-0,88		2.116,00					07:14:57	23/05/2019
23/05/2019	07:07:13					121,00		0,12	IBEX 35     	18/12/2020	10.700,000	-0,89		2.204,00					07:14:57	23/05/2019
23/05/2019	07:07:13					109,00		0,11	IBEX 35     	18/12/2020	10.800,000	-0,90		2.292,00					07:14:58	23/05/2019
23/05/2019	07:07:13					98,00		0,11	IBEX 35     	18/12/2020	10.900,000	-0,90		2.383,00					07:14:58	23/05/2019
23/05/2019	07:07:13					89,00		0,10	IBEX 35     	18/12/2020	11.000,000	-0,91		2.473,00					07:14:58	23/05/2019
23/05/2019	07:07:13					80,00		0,09	IBEX 35     	18/12/2020	11.100,000	-0,92		2.565,00					07:14:59	23/05/2019
23/05/2019	07:07:13					71,00		0,09	IBEX 35     	18/12/2020	11.200,000	-0,92		2.658,00					07:14:59	23/05/2019
23/05/2019	07:07:14					166,00		0,17	IBEX 35     	18/12/2020	11.400,000	-0,83		2.552,00					07:15:00	23/05/2019
23/05/2019	07:07:14					153,00		0,16	IBEX 35     	18/12/2020	11.500,000	-0,84		2.640,00					07:15:00	23/05/2019
23/05/2019	07:07:14					136,00		0,14	IBEX 35     	18/12/2020	11.600,000	-0,86		3.243,00					07:15:00	23/05/2019
23/05/2019	07:07:14					127,00		0,13	IBEX 35     	18/12/2020	11.700,000	-0,87		3.334,00					07:15:00	23/05/2019
23/05/2019	07:07:14					119,00		0,12	IBEX 35     	18/12/2020	11.800,000	-0,88		3.426,00					07:15:01	23/05/2019
23/05/2019	07:07:14					28,00		0,05	IBEX 35     	18/12/2020	12.000,000									
23/05/2019	07:07:14					13,00		0,03	IBEX 35     	18/12/2020	12.600,000									
23/05/2019	07:07:05					2.803,00		0,92	IBEX 35     	19/03/2021	5.700,000	-0,06		66,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.714,00		0,91	IBEX 35     	19/03/2021	5.800,000	-0,08		112,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.626,00		0,90	IBEX 35     	19/03/2021	5.900,000	-0,07		82,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.540,00		0,86	IBEX 35     	19/03/2021	6.000,000	-0,14		135,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.453,00		0,85	IBEX 35     	19/03/2021	6.100,000	-0,15		148,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.369,00		0,84	IBEX 35     	19/03/2021	6.200,000	-0,16		162,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.378,00		0,83	IBEX 35     	19/03/2021	6.300,000	-0,17		125,00					07:14:35	23/05/2019
23/05/2019	07:07:06					2.291,00		0,81	IBEX 35     	19/03/2021	6.400,000	-0,18		138,00					07:14:35	23/05/2019
23/05/2019	07:07:07					2.206,00		0,80	IBEX 35     	19/03/2021	6.500,000	-0,19		152,00					07:14:36	23/05/2019
23/05/2019	07:07:07					2.122,00		0,79	IBEX 35     	19/03/2021	6.600,000	-0,21		166,00					07:14:36	23/05/2019
23/05/2019	07:07:07					2.039,00		0,77	IBEX 35     	19/03/2021	6.700,000	-0,22		182,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.957,00		0,76	IBEX 35     	19/03/2021	6.800,000	-0,24		199,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.876,00		0,74	IBEX 35     	19/03/2021	6.900,000	-0,25		218,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.797,00		0,73	IBEX 35     	19/03/2021	7.000,000	-0,27		238,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.719,00		0,71	IBEX 35     	19/03/2021	7.100,000	-0,28		259,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.642,00		0,69	IBEX 35     	19/03/2021	7.200,000	-0,30		281,00					07:14:38	23/05/2019
23/05/2019	07:07:08					1.567,00		0,68	IBEX 35     	19/03/2021	7.300,000	-0,32		305,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.493,00		0,66	IBEX 35     	19/03/2021	7.400,000	-0,34		330,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.420,00		0,64	IBEX 35     	19/03/2021	7.500,000	-0,36		356,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.349,00		0,62	IBEX 35     	19/03/2021	7.600,000	-0,38		385,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.280,00		0,60	IBEX 35     	19/03/2021	7.700,000	-0,40		415,00	100	397,00	477,00	100	07:14:40	23/05/2019
23/05/2019	07:07:08					1.212,00		0,58	IBEX 35     	19/03/2021	7.800,000	-0,42		446,00	100	431,00	511,00	100	07:14:41	23/05/2019
23/05/2019	07:07:08					1.146,00		0,55	IBEX 35     	19/03/2021	7.900,000	-0,45		480,00	100	458,00	558,00	100	07:14:41	23/05/2019
23/05/2019	07:07:08					1.082,00		0,53	IBEX 35     	19/03/2021	8.000,000	-0,47		515,00	100	497,00	597,00	100	07:14:42	23/05/2019
23/05/2019	07:07:09					1.020,00		0,51	IBEX 35     	19/03/2021	8.100,000	-0,49		552,00	100	534,00	634,00	100	07:14:43	23/05/2019
23/05/2019	07:07:09					959,00		0,49	IBEX 35     	19/03/2021	8.200,000	-0,51		591,00	100	578,00	678,00	100	07:14:43	23/05/2019
23/05/2019	07:07:09					900,00		0,47	IBEX 35     	19/03/2021	8.300,000	-0,54		632,00	100	624,00	724,00	100	07:14:44	23/05/2019
23/05/2019	07:07:09	100	734,00	834,00	100	844,00		0,45	IBEX 35     	19/03/2021	8.400,000	-0,56		675,00	100	670,00	770,00	100	07:14:44	23/05/2019
23/05/2019	07:07:09	100	683,00	783,00	100	789,00		0,43	IBEX 35     	19/03/2021	8.500,000	-0,58		720,00	100	716,00	816,00	100	07:14:45	23/05/2019
23/05/2019	07:07:09	100	633,00	733,00	100	740,00		0,41	IBEX 35     	19/03/2021	8.600,000	-0,60		770,00	100	771,00	871,00	100	07:14:45	23/05/2019
23/05/2019	07:07:09	100	586,00	686,00	100	695,00		0,39	IBEX 35     	19/03/2021	8.700,000	-0,62		825,00	100	824,00	924,00	100	07:14:46	23/05/2019
23/05/2019	07:07:10	100	540,00	640,00	100	652,00		0,37	IBEX 35     	19/03/2021	8.800,000	-0,64		883,00	100	878,00	978,00	100	07:14:46	23/05/2019
23/05/2019	07:07:10	100	497,00	597,00	100	611,00		0,35	IBEX 35     	19/03/2021	8.900,000	-0,66		942,00	100	936,00	1.036,00	100	07:14:47	23/05/2019
23/05/2019	07:07:10	100	459,00	559,00	100	572,00		0,34	IBEX 35     	19/03/2021	9.000,000	-0,67		1.003,00	100	995,00	1.095,00	100	07:14:47	23/05/2019
23/05/2019	07:07:10	100	430,00	510,00	100	535,00		0,32	IBEX 35     	19/03/2021	9.100,000	-0,69		1.066,00	100	1.058,00	1.158,00	100	07:14:48	23/05/2019
23/05/2019	07:07:10	100	393,00	473,00	100	500,00		0,30	IBEX 35     	19/03/2021	9.200,000	-0,71		1.131,00	100	1.120,00	1.220,00	100	07:14:49	23/05/2019
23/05/2019	07:07:10	100	355,00	435,00	100	467,00		0,29	IBEX 35     	19/03/2021	9.300,000	-0,72		1.199,00	100	1.187,00	1.287,00	100	07:14:49	23/05/2019
23/05/2019	07:07:10	100	323,00	403,00	100	435,00		0,27	IBEX 35     	19/03/2021	9.400,000	-0,74		1.267,00					07:14:50	23/05/2019
23/05/2019	07:07:11	100	293,00	373,00	100	405,00		0,26	IBEX 35     	19/03/2021	9.500,000	-0,75		1.338,00					07:14:50	23/05/2019
23/05/2019	07:07:11	100	264,00	344,00	100	377,00		0,25	IBEX 35     	19/03/2021	9.600,000	-0,77		1.410,00					07:14:51	23/05/2019
23/05/2019	07:07:11	100	247,00	307,00	100	351,00		0,23	IBEX 35     	19/03/2021	9.700,000	-0,78		1.484,00					07:14:51	23/05/2019
23/05/2019	11:14:11	100	221,00	281,00	100	285,00	1	0,22	IBEX 35     	19/03/2021	9.800,000	-0,79		1.560,00					07:14:52	23/05/2019
23/05/2019	07:07:11	100	200,00	260,00	100	302,00		0,21	IBEX 35     	19/03/2021	9.900,000	-0,80		1.636,00					07:14:52	23/05/2019
23/05/2019	07:07:11					279,00		0,20	IBEX 35     	19/03/2021	10.000,000	-0,81		1.715,00					07:14:53	23/05/2019
23/05/2019	07:07:12					259,00		0,19	IBEX 35     	19/03/2021	10.100,000	-0,83		1.795,00					07:14:53	23/05/2019
23/05/2019	07:07:12					239,00		0,18	IBEX 35     	19/03/2021	10.200,000	-0,84		1.876,00					07:14:54	23/05/2019
23/05/2019	07:07:12					221,00		0,17	IBEX 35     	19/03/2021	10.300,000	-0,85		1.959,00					07:14:55	23/05/2019
23/05/2019	07:07:12					203,00		0,16	IBEX 35     	19/03/2021	10.400,000	-0,85		2.042,00					07:14:55	23/05/2019
23/05/2019	07:07:12					187,00		0,15	IBEX 35     	19/03/2021	10.500,000	-0,86		2.127,00					07:14:56	23/05/2019
23/05/2019	07:07:12					172,00		0,14	IBEX 35     	19/03/2021	10.600,000	-0,87		2.213,00					07:14:56	23/05/2019
23/05/2019	07:07:13					159,00		0,13	IBEX 35     	19/03/2021	10.700,000	-0,88		2.299,00					07:14:57	23/05/2019
23/05/2019	07:07:13					146,00		0,12	IBEX 35     	19/03/2021	10.800,000	-0,89		2.387,00					07:14:57	23/05/2019
23/05/2019	07:07:13					133,00		0,12	IBEX 35     	19/03/2021	10.900,000	-0,89		2.476,00					07:14:58	23/05/2019
23/05/2019	07:07:13					122,00		0,11	IBEX 35     	19/03/2021	11.000,000	-0,90		2.565,00					07:14:58	23/05/2019
23/05/2019	07:07:13					147,00		0,10	IBEX 35     	19/03/2021	11.100,000	-0,91		3.037,00					07:14:58	23/05/2019
23/05/2019	07:07:13					137,00		0,10	IBEX 35     	19/03/2021	11.200,000	-0,91		3.130,00					07:14:59	23/05/2019
23/05/2019	07:07:13					128,00		0,09	IBEX 35     	19/03/2021	11.300,000	-0,92		3.223,00					07:14:59	23/05/2019
23/05/2019	07:07:13					119,00		0,09	IBEX 35     	19/03/2021	11.400,000	-0,92		3.316,00					07:14:59	23/05/2019
23/05/2019	07:07:14					111,00		0,08	IBEX 35     	19/03/2021	11.500,000	-0,93		3.410,00					07:15:00	23/05/2019
23/05/2019	07:07:14					104,00		0,08	IBEX 35     	19/03/2021	11.600,000	-0,93		3.504,00					07:15:00	23/05/2019
23/05/2019	07:07:14					97,00		0,07	IBEX 35     	19/03/2021	11.700,000	-0,94		3.599,00					07:15:00	23/05/2019
23/05/2019	07:07:14					90,00		0,07	IBEX 35     	19/03/2021	11.800,000	-0,94		3.694,00					07:15:01	23/05/2019
23/05/2019	07:07:14					84,00		0,06	IBEX 35     	19/03/2021	11.900,000	-0,94		3.790,00					07:15:01	23/05/2019
23/05/2019	07:07:05					2.871,00		0,89	IBEX 35     	18/06/2021	5.500,000	-0,07		102,00					07:14:32	23/05/2019
23/05/2019	07:07:05					2.785,00		0,89	IBEX 35     	18/06/2021	5.600,000	-0,10		160,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.700,00		0,88	IBEX 35     	18/06/2021	5.700,000	-0,09		121,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.615,00		0,87	IBEX 35     	18/06/2021	5.800,000	-0,12		185,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.531,00		0,84	IBEX 35     	18/06/2021	5.900,000	-0,15		199,00					07:14:33	23/05/2019
23/05/2019	07:07:05					2.447,00		0,83	IBEX 35     	18/06/2021	6.000,000	-0,16		214,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.365,00		0,82	IBEX 35     	18/06/2021	6.100,000	-0,17		229,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.367,00		0,81	IBEX 35     	18/06/2021	6.200,000	-0,19		182,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.283,00		0,80	IBEX 35     	18/06/2021	6.300,000	-0,20		197,00					07:14:35	23/05/2019
23/05/2019	07:07:06					2.200,00		0,78	IBEX 35     	18/06/2021	6.400,000	-0,21		212,00					07:14:35	23/05/2019
23/05/2019	07:07:07					2.119,00		0,77	IBEX 35     	18/06/2021	6.500,000	-0,22		229,00					07:14:36	23/05/2019
23/05/2019	07:07:07					2.038,00		0,75	IBEX 35     	18/06/2021	6.600,000	-0,24		246,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.958,00		0,81	IBEX 35     	18/06/2021	6.700,000	-0,18		264,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.879,00		0,72	IBEX 35     	18/06/2021	6.800,000	-0,27		284,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.801,00		0,71	IBEX 35     	18/06/2021	6.900,000	-0,29		304,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.725,00		0,69	IBEX 35     	18/06/2021	7.000,000	-0,30		326,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.649,00		0,67	IBEX 35     	18/06/2021	7.100,000	-0,32		349,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.575,00		0,66	IBEX 35     	18/06/2021	7.200,000	-0,34		373,00					07:14:38	23/05/2019
23/05/2019	07:07:08					1.502,00		0,64	IBEX 35     	18/06/2021	7.300,000	-0,36		399,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.430,00		0,62	IBEX 35     	18/06/2021	7.400,000	-0,38		425,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.360,00		0,60	IBEX 35     	18/06/2021	7.500,000	-0,40		453,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.291,00		0,58	IBEX 35     	18/06/2021	7.600,000	-0,42		483,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.223,00		0,56	IBEX 35     	18/06/2021	7.700,000	-0,45		514,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.157,00		0,54	IBEX 35     	18/06/2021	7.800,000	-0,47		547,00					07:14:41	23/05/2019
23/05/2019	07:07:08					1.092,00		0,51	IBEX 35     	18/06/2021	7.900,000	-0,49		581,00					07:14:41	23/05/2019
23/05/2019	07:07:08					1.029,00		0,49	IBEX 35     	18/06/2021	8.000,000	-0,51		617,00	100	597,00	697,00	100	07:14:42	23/05/2019
23/05/2019	07:07:09					968,00		0,47	IBEX 35     	18/06/2021	8.100,000	-0,53		655,00	100	641,00	741,00	100	07:14:43	23/05/2019
23/05/2019	07:07:09					908,00		0,46	IBEX 35     	18/06/2021	8.200,000	-0,55		695,00	100	688,00	788,00	100	07:14:43	23/05/2019
23/05/2019	07:07:09					851,00		0,44	IBEX 35     	18/06/2021	8.300,000	-0,57		737,00	100	735,00	835,00	100	07:14:44	23/05/2019
23/05/2019	07:07:09					799,00		0,42	IBEX 35     	18/06/2021	8.400,000	-0,59		785,00	100	786,00	886,00	100	07:14:44	23/05/2019
23/05/2019	07:07:09	100	656,00	756,00	100	755,00		0,40	IBEX 35     	18/06/2021	8.500,000	-0,61		840,00	100	839,00	939,00	100	07:14:45	23/05/2019
23/05/2019	07:07:09	100	609,00	709,00	100	712,00		0,38	IBEX 35     	18/06/2021	8.600,000	-0,63		897,00	100	893,00	993,00	100	07:14:45	23/05/2019
23/05/2019	07:07:10	100	565,00	665,00	100	672,00		0,37	IBEX 35     	18/06/2021	8.700,000	-0,65		957,00	100	950,00	1.050,00	100	07:14:46	23/05/2019
23/05/2019	07:07:10	100	522,00	622,00	100	633,00		0,35	IBEX 35     	18/06/2021	8.800,000	-0,66		1.018,00	100	1.007,00	1.107,00	100	07:14:46	23/05/2019
23/05/2019	07:07:10	100	483,00	583,00	100	596,00		0,33	IBEX 35     	18/06/2021	8.900,000	-0,68		1.081,00	100	1.067,00	1.167,00	100	07:14:47	23/05/2019
23/05/2019	07:07:10	100	454,00	534,00	100	560,00		0,32	IBEX 35     	18/06/2021	9.000,000	-0,70		1.146,00	100	1.129,00	1.229,00	100	07:14:48	23/05/2019
23/05/2019	07:07:10	100	418,00	498,00	100	526,00		0,30	IBEX 35     	18/06/2021	9.100,000	-0,71		1.213,00	100	1.195,00	1.295,00	100	07:14:48	23/05/2019
23/05/2019	07:07:10	100	382,00	462,00	100	494,00		0,29	IBEX 35     	18/06/2021	9.200,000	-0,73		1.282,00	100	1.261,00	1.361,00	100	07:14:49	23/05/2019
23/05/2019	07:07:10	100	350,00	430,00	100	464,00		0,28	IBEX 35     	18/06/2021	9.300,000	-0,74		1.352,00	100	1.329,00	1.429,00	100	07:14:49	23/05/2019
23/05/2019	07:07:11	100	320,00	400,00	100	435,00		0,26	IBEX 35     	18/06/2021	9.400,000	-0,75		1.424,00					07:14:50	23/05/2019
23/05/2019	07:07:11	100	290,00	370,00	100	407,00		0,25	IBEX 35     	18/06/2021	9.500,000	-0,77		1.498,00					07:14:50	23/05/2019
23/05/2019	07:07:11	100	265,00	345,00	100	381,00		0,24	IBEX 35     	18/06/2021	9.600,000	-0,78		1.573,00					07:14:51	23/05/2019
23/05/2019	07:07:11	100	248,00	308,00	100	356,00		0,23	IBEX 35     	18/06/2021	9.700,000	-0,79		1.650,00					07:14:51	23/05/2019
23/05/2019	07:07:11	100	225,00	285,00	100	333,00		0,21	IBEX 35     	18/06/2021	9.800,000	-0,80		1.728,00					07:14:52	23/05/2019
23/05/2019	07:07:11					311,00		0,20	IBEX 35     	18/06/2021	9.900,000	-0,81		1.807,00					07:14:52	23/05/2019
23/05/2019	07:07:11					290,00		0,19	IBEX 35     	18/06/2021	10.000,000	-0,82		1.888,00					07:14:53	23/05/2019
23/05/2019	07:07:12					270,00		0,18	IBEX 35     	18/06/2021	10.100,000	-0,83		1.969,00					07:14:53	23/05/2019
23/05/2019	07:07:12					252,00		0,18	IBEX 35     	18/06/2021	10.200,000	-0,84		2.052,00					07:14:54	23/05/2019
23/05/2019	07:07:12					235,00		0,17	IBEX 35     	18/06/2021	10.300,000	-0,85		2.137,00					07:14:55	23/05/2019
23/05/2019	07:07:12					218,00		0,16	IBEX 35     	18/06/2021	10.400,000	-0,86		2.222,00					07:14:55	23/05/2019
23/05/2019	07:07:12					203,00		0,15	IBEX 35     	18/06/2021	10.500,000	-0,86		2.308,00					07:14:56	23/05/2019
23/05/2019	07:07:12					188,00		0,14	IBEX 35     	18/06/2021	10.600,000	-0,87		2.395,00					07:14:56	23/05/2019
23/05/2019	07:07:13					175,00		0,14	IBEX 35     	18/06/2021	10.700,000	-0,88		2.483,00					07:14:57	23/05/2019
23/05/2019	07:07:13					162,00		0,13	IBEX 35     	18/06/2021	10.800,000	-0,89		2.572,00					07:14:57	23/05/2019
23/05/2019	07:07:13					187,00		0,18	IBEX 35     	18/06/2021	10.900,000	-0,83		2.555,00					07:14:58	23/05/2019
23/05/2019	07:07:13					175,00		0,17	IBEX 35     	18/06/2021	11.000,000	-0,84		2.644,00					07:14:58	23/05/2019
23/05/2019	07:07:13					221,00		0,20	IBEX 35     	18/06/2021	11.100,000	-0,81		2.525,00					07:14:58	23/05/2019
23/05/2019	07:07:13					207,00		0,19	IBEX 35     	18/06/2021	11.200,000	-0,82		2.611,00					07:14:59	23/05/2019
23/05/2019	07:07:13					192,00		0,17	IBEX 35     	18/06/2021	11.400,000	-0,84		3.314,00					07:14:59	23/05/2019
23/05/2019	07:07:14					182,00		0,16	IBEX 35     	18/06/2021	11.500,000	-0,85		3.404,00					07:15:00	23/05/2019
23/05/2019	07:07:06					2.402,00		0,86	IBEX 35     	17/09/2021	6.100,000	-0,13		192,00					07:14:34	23/05/2019
23/05/2019	07:07:06					2.319,00		0,85	IBEX 35     	17/09/2021	6.200,000	-0,14		207,00					07:14:35	23/05/2019
23/05/2019	07:07:06					2.237,00		0,84	IBEX 35     	17/09/2021	6.300,000	-0,15		223,00					07:14:35	23/05/2019
23/05/2019	07:07:06					2.156,00		0,83	IBEX 35     	17/09/2021	6.400,000	-0,16		239,00					07:14:35	23/05/2019
23/05/2019	07:07:07					2.075,00		0,82	IBEX 35     	17/09/2021	6.500,000	-0,17		256,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.996,00		0,81	IBEX 35     	17/09/2021	6.600,000	-0,18		275,00					07:14:36	23/05/2019
23/05/2019	07:07:07					1.917,00		0,79	IBEX 35     	17/09/2021	6.700,000	-0,19		294,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.840,00		0,78	IBEX 35     	17/09/2021	6.800,000	-0,20		315,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.764,00		0,77	IBEX 35     	17/09/2021	6.900,000	-0,22		337,00					07:14:37	23/05/2019
23/05/2019	07:07:07					1.689,00		0,76	IBEX 35     	17/09/2021	7.000,000	-0,23		359,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.615,00		0,74	IBEX 35     	17/09/2021	7.100,000	-0,25		383,00					07:14:38	23/05/2019
23/05/2019	07:07:07					1.542,00		0,73	IBEX 35     	17/09/2021	7.200,000	-0,26		408,00					07:14:38	23/05/2019
23/05/2019	07:07:08					1.470,00		0,72	IBEX 35     	17/09/2021	7.300,000	-0,28		435,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.400,00		0,70	IBEX 35     	17/09/2021	7.400,000	-0,29		462,00					07:14:39	23/05/2019
23/05/2019	07:07:08					1.331,00		0,68	IBEX 35     	17/09/2021	7.500,000	-0,31		492,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.263,00		0,67	IBEX 35     	17/09/2021	7.600,000	-0,32		522,00					07:14:40	23/05/2019
23/05/2019	07:07:08					1.197,00		0,65	IBEX 35     	17/09/2021	7.700,000	-0,34		555,00					07:14:41	23/05/2019
23/05/2019	07:07:08					1.132,00		0,64	IBEX 35     	17/09/2021	7.800,000	-0,36		588,00					07:14:41	23/05/2019
23/05/2019	07:07:08					1.069,00		0,62	IBEX 35     	17/09/2021	7.900,000	-0,38		624,00					07:14:42	23/05/2019
23/05/2019	07:07:09					1.007,00		0,60	IBEX 35     	17/09/2021	8.000,000	-0,40		661,00					07:14:42	23/05/2019
23/05/2019	07:07:09					947,00		0,58	IBEX 35     	17/09/2021	8.100,000	-0,42		700,00					07:14:43	23/05/2019
23/05/2019	07:07:09					888,00		0,56	IBEX 35     	17/09/2021	8.200,000	-0,44		740,00					07:14:43	23/05/2019
23/05/2019	07:07:09					835,00		0,54	IBEX 35     	17/09/2021	8.300,000	-0,46		787,00					07:14:44	23/05/2019
23/05/2019	07:07:09					792,00		0,53	IBEX 35     	17/09/2021	8.400,000	-0,48		843,00					07:14:44	23/05/2019
23/05/2019	07:07:09					749,00		0,51	IBEX 35     	17/09/2021	8.500,000	-0,50		900,00					07:14:45	23/05/2019
23/05/2019	07:07:09					708,00		0,49	IBEX 35     	17/09/2021	8.600,000	-0,52		959,00					07:14:46	23/05/2019
23/05/2019	07:07:10					669,00		0,47	IBEX 35     	17/09/2021	8.700,000	-0,54		1.020,00					07:14:46	23/05/2019
23/05/2019	07:07:10					632,00		0,45	IBEX 35     	17/09/2021	8.800,000	-0,56		1.084,00	100	1.097,00	1.197,00	100	07:14:47	23/05/2019
23/05/2019	07:07:10					596,00		0,44	IBEX 35     	17/09/2021	8.900,000	-0,58		1.148,00	100	1.158,00	1.258,00	100	07:14:47	23/05/2019
23/05/2019	07:07:10					563,00		0,42	IBEX 35     	17/09/2021	9.000,000	-0,60		1.216,00	100	1.221,00	1.321,00	100	07:14:48	23/05/2019
23/05/2019	07:07:10	100	444,00	524,00	100	530,00		0,40	IBEX 35     	17/09/2021	9.100,000	-0,62		1.284,00	100	1.286,00	1.386,00	100	07:14:48	23/05/2019
23/05/2019	07:07:10	100	407,00	487,00	100	499,00		0,39	IBEX 35     	17/09/2021	9.200,000	-0,64		1.354,00	100	1.354,00	1.454,00	100	07:14:49	23/05/2019
23/05/2019	07:07:10	100	375,00	455,00	100	470,00		0,37	IBEX 35     	17/09/2021	9.300,000	-0,65		1.426,00	100	1.421,00	1.521,00	100	07:14:49	23/05/2019
23/05/2019	07:07:11	100	345,00	425,00	100	442,00		0,35	IBEX 35     	17/09/2021	9.400,000	-0,67		1.500,00	100	1.491,00	1.591,00	100	07:14:50	23/05/2019
23/05/2019	07:07:11	100	316,00	396,00	100	416,00		0,34	IBEX 35     	17/09/2021	9.500,000	-0,69		1.575,00	100	1.564,00	1.664,00	100	07:14:50	23/05/2019
23/05/2019	07:07:11	100	288,00	368,00	100	390,00		0,32	IBEX 35     	17/09/2021	9.600,000	-0,70		1.651,00					07:14:51	23/05/2019
23/05/2019	07:07:11	100	263,00	343,00	100	366,00		0,31	IBEX 35     	17/09/2021	9.700,000	-0,72		1.729,00					07:14:52	23/05/2019
23/05/2019	07:07:11	100	249,00	309,00	100	344,00		0,29	IBEX 35     	17/09/2021	9.800,000	-0,74		1.808,00					07:14:52	23/05/2019
23/05/2019	07:07:11					322,00		0,28	IBEX 35     	17/09/2021	9.900,000	-0,75		1.888,00					07:14:53	23/05/2019
23/05/2019	07:07:11					302,00		0,27	IBEX 35     	17/09/2021	10.000,000	-0,76		1.970,00					07:14:53	23/05/2019
23/05/2019	07:07:12					283,00		0,25	IBEX 35     	17/09/2021	10.100,000	-0,78		2.053,00					07:14:54	23/05/2019
23/05/2019	07:07:12					265,00		0,24	IBEX 35     	17/09/2021	10.200,000	-0,79		2.136,00					07:14:54	23/05/2019
23/05/2019	07:07:12					247,00		0,23	IBEX 35     	17/09/2021	10.300,000	-0,80		2.221,00					07:14:55	23/05/2019
23/05/2019	07:07:12					231,00		0,22	IBEX 35     	17/09/2021	10.400,000	-0,82		2.307,00					07:14:55	23/05/2019
23/05/2019	07:07:12					216,00		0,21	IBEX 35     	17/09/2021	10.500,000	-0,83		2.394,00					07:14:56	23/05/2019
23/05/2019	07:07:12					202,00		0,20	IBEX 35     	17/09/2021	10.600,000	-0,84		2.481,00					07:14:56	23/05/2019
23/05/2019	07:07:13					188,00		0,18	IBEX 35     	17/09/2021	10.700,000	-0,85		2.570,00					07:14:57	23/05/2019
